advertiser_id,advertiser_name,total_spend_usd,total_creatives,maximum_impressions,total_day
AR03425462917955321857,SWEENEY BURZICHELLI AND TALIAFERRO,7000,6,440000,141
AR03427714717769007105,JON BENNION,2600,2,14000,60
AR03432218317396377601,"NEW DAY MEDIA SERVICES, LLC",492600,878,5311000,10818
AR03440039418482655233,TAMMY YOUNG FOR CONGRESS,1000,4,4000,16
AR03440381091720986625,EMMA COLLUM FOR FL HOUSE,5900,8,706000,116
AR03444005082046136321,DVD Copycat,5100,32,36000,232
AR03445729116278489089,PROCHOICE VOTER,600,3,6000,65
AR03445736812859883521,Z for Arizona,8400,19,726000,100
AR03450232715905859585,SPRINGBOARD DEVELOPMENT COMPANY,5100,6,19000,80
AR03454736315533230081,PLANNED PARENTHOOD VIRGINIA PAC,58600,4,4195000,57
AR03458395490230468609,TRACEY KAGAN,13500,37,767000,1044
AR03459239915160600577,HANSEN FOR HOUSE,7300,118,1110000,3701
AR03461491714974285825,ZEKE FOR JUDGE,6500,7,32000,127
AR03461994466666086401,KENDRA HORN FOR CONGRESS,106700,65,866000,1725
AR03463743514787971073,BOLLIER FOR KANSAS,395100,27,56978000,1801
AR03467402689485209601,TREY FOR CONGRESS,12200,5,375000,427
AR03468247114415341569,MIJENTE PAC,49900,4,2050000,48
AR03468478286735081473,"STUDIO 71, LP",45800,4,2977000,45
AR03471771049182363649,Cheri Beasley for North Carolina,421100,11,18900000,256
AR03472750714042712065,TARVER FOR SENATE,8300,16,784000,484
AR03476409888739950593,GREG STEUBE FOR CONGRESS,57500,192,3995000,7505
AR03481757913297453057,JASON FIELDS FOR MILWAUKEE,9300,17,398000,299
AR03482748573274079233,DARIN SMITH FOR WYOMING,5500,10,14000,150
AR03494424287249432577,FRIENDS OF DAVE JOYCE,61800,56,2854000,1860
AR03495268712179564545,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES P E O P L E,192100,13,8000000,182
AR03499070823388413953,Ryan Rose,200,29,32000,258
AR03499772311806935041,FRIENDS OF JOE DUPLECHIN,100,5,5000,83
AR03503114827155374081,GINA CALANNI FOR HARRIS COUNTY COMMISSIONER PRECINCT 4,300,1,5000,40
AR03504275911434305537,PEOPLE FOR PATTY MURRAY,47500,9,490000,1133
AR03508779511061676033,DUSTIN FOR AURORA,100,1,2000,37
AR03510270723706847233,Fidelis Center for Law and Justice,6100,7,3305000,74
AR03510769077352136705,BOWERS FOR ARIZONA,4200,1,7000,6
AR03512438685758914561,ANGUS KING FOR US SENATE CAMPAIGN,92500,150,6068000,2854
AR03515534910502731777,REMOVE RON,1500,16,16000,184
AR03521445885013655553,PROTECT FREEDOM POLITICAL ACTION COMMITTEE,307200,174,46667000,2905
AR03522290309943787521,FRIENDS OF BRENDAN CONROY & JOHN CONROY,300,1,35000,7
AR03526793909571158017,BBT INC,628400,188,64234000,6062
AR03530453084268396545,MIKE TWITTY CAMPAIGN,2400,3,34000,127
AR03530724663640457217,STAND WITH SANCHEZ,19000,2,1025000,30
AR03533549309012213761,Baird Welch-Collins,1000,3,26000,25
AR03535801108825899009,"GADE FOR VIRGINIA, INC.",13700,5,114000,634
AR03540304708453269505,YOUNG AMERICA'S FOUNDATION,177800,510,94915000,19040
AR03547562859586125825,RICKS FOR COLORADO,1200,6,14000,130
AR03548467482777878529,REP. BRAD SCHNEIDER - U.S. HOUSE OF REPRESENTATIVES,5800,3,27000,27
AR03549311907708010497,PA DEPARTMENT OF STATE,25200,1,1500000,5
AR03553815507335380993,"COMMON SENSE STRATEGIES, LLC",500,6,20000,6
AR03554841901439909889,Campaign Committee of Elliott Engen,100,1,1000,2
AR03559591241916088321,Tim Ryan for Ohio,325500,101,19303000,1449
AR03561661622311190529,Secure Community Network Inc.,5100,1,1000,2
AR03562822706590121985,SABATINI FOR CONGRESS,9100,1,10000,429
AR03563084940113346561,Joseph McHale,1000,3,65000,27
AR03566384024752488449,Josiah ONeil for Congress,9500,6,380000,60
AR03567326306217492481,BENNETT FOR HOUSE,3700,23,196000,652
AR03579088056977719297,BOGNET FOR CONGRESS,17300,9,711000,92
AR03580076517931089921,Florida House Republican Campaign Committee,9100,3,95000,81
AR03585340704726974465,MISSOURIANS FOR OLAUGHLIN,1900,3,9000,72
AR03589844304354344961,ANDY CALDWELL FOR CONGRESS,16300,70,1133000,829
AR03594347903981715457,ROCKY MOUNTAIN VALUES,136600,84,9365000,3509
AR03598851503609085953,ODESSA FOR CONGRESS,8600,17,82000,552
AR03603355103236456449,CALIFORNIA LEAGUE OF CONSERVATION VOTERS,200,1,2000,6
AR03607858702863826945,CITIZENS FOR DOGAN,9800,5,5500000,121
AR03611479394654093313,Focus on the Family,5900,1,35000,62
AR03612362302491197441,ENERGIZE VOTERS LLC,5100,1,9000,4
AR03616865902118567937,FRIENDS OF STEVE OTIS,8800,2,32000,72
AR03618494553717211137,KEEP THE MONEY IN NEBRASKA,3700,1,15000,10
AR03618635016327659521,NARRATIVE STRATEGIES LLC,4400,1,225000,10
AR03621369501745938433,JAY LIN FOR GEORGIA,700,2,3000,67
AR03623621301559623681,Kasim Reed for Atlanta,15700,5,86000,124
AR03625873101373308929,FREE THE PEOPLE FIGHT THE POWER FOUNDATION,17100,26,882000,1131
AR03630376701000679425,MICHAEL WALTZ FOR CONGRESS,5200,7,11000,62
AR03634880300628049921,"POLITICAL MEDIA, INC.",8200,5,239000,61
AR03635245613366378497,"CATALYST OKLAHOMA, INC.",62700,2,2100000,23
AR03638539475325288449,BERGMANFORCONGRESS,18300,45,776000,1446
AR03639383900255420417,FRIENDS OF PAUL EVANS,8300,16,343000,245
AR03641635700069105665,KIM TAYLOR FOR VA,5200,22,405000,323
AR03643887499882790913,ARNOLD FOR ALABAMA,15500,24,489000,454
AR03643909490115346433,Arora For CT,9100,472,6084000,4944
AR03644878159859417089,SARA BETHANY BITTER,22500,7,2065000,91
AR03647230015231229953,Rachel Dix For South Dakota,2500,5,125000,206
AR03648391099510161409,KATKO FOR CONGRESS,25000,75,3034000,3781
AR03652894699137531905,KILLION VICTORY COMMITTEE,14900,14,587000,634
AR03655511811689545729,Alex Dominguez Campaign,9200,3,560000,63
AR03656553873834770433,SHARICE FOR CONGRESS,143200,43,6398000,3135
AR03657398298764902401,GLOBAL GROWTH HOLDINGS INC.,100,3,3000,9
AR03661529163950456833,Shepard For Senate 2022,7100,7,893000,78
AR03661901898392272897,LYNDA BENNETT FOR CONGRESS,5800,3,68000,48
AR03670148510478499841,Matt West for Congress,9800,8,34000,440
AR03671837360338763777,NIDA FOR NC,6500,14,87000,340
AR03672476314033455105,PUBLIC GOOD PROJECTS,5100,1,3000,3
AR03674568272344252417,INDIVISIBLE ACTION,84800,54,8993000,1536
AR03675412697274384385,DAN MAYMIN COMMITTEE TO ELECT FOR CT 147TH DISTRICT STATE REP,7700,51,6989000,552
AR03677041348873027585,VALERIE GAYDOS,3100,2,70000,12
AR03683878936808259585,Doc Washburn for Governor,42100,32,19041000,212
AR03684419896529125377,NIKKI FOSTER FOR OHIO,9400,25,455000,219
AR03685410556505751553,CHARLES SONENCLAR,500,10,10000,16
AR03688923496156495873,"AGUILAR, ERICK JAVIER DR.",200,22,24000,208
AR03692582670853734401,TENNESSEE JOBS NOW,191000,30,6666000,139
AR03693427095783866369,TODOS CON JENNIFFER INC. DBA JENNIFFER FOR CONGRESS,5100,10,10000,11
AR03694417755760492545,DONOVAN FOR CONGRESS,5700,3,11000,81
AR03697930695411236865,BARBARA BRY FOR SAN DIEGO MAYOR 2020,27400,15,2535000,347
AR03698358405434441729,YOUGOV AMERICA INC.,30600,21,5472000,23
AR03699202830364573697,PAT HARRIGAN COMMITTEE,2800,4,7000,159
AR03701273210759675905,CAO FOR CONGRESS,7400,5,475000,134
AR03702434295038607361,"ENERGY NETWORK, LLC",700,38,275000,144
AR03706177307497463809,WESTON WAMP FOR COUNTY MAYOR,5900,1,30000,20
AR03706937894665977857,MURPHY FOR GOVERNOR 2021,39700,22,639000,491
AR03711441494293348353,MARCH FOR OUR LIVES ACTION FUND,300,1,2000,2
AR03711944245985148929,PRIORITIES USA ACTION & COLOROFCHANGE PAC,483800,49,16883000,1107
AR03713693294107033601,Committee to Elect Andrea Haitz,2200,1,15000,23
AR03715945093920718849,PROGRESSNOW COLORADO,3800,2,18000,3
AR03716310406659047425,CORY MILLS FOR CONGRESS,15500,4,745000,223
AR03720448693548089345,STEVE BULLOCK FOR PRESIDENT,7100,26,686000,99
AR03720951445239889921,THE LEADERSHIP CONFERENCE ON CIVIL AND HUMAN RIGHTS,67700,28,5839000,241
AR03725455044867260417,ABORTION ACCESS FOR ALL,50200,8,2077000,148
AR03729455892802830337,"SHERIFF OVERSIGHT NOW, YES ON D",8000,1,600000,19
AR03733959492430200833,CAPPELLETTI FOR PA,3600,3,206000,77
AR03738463092057571329,BRIER FOR CONGRESS,700,3,50000,45
AR03738828404795899905,"Sutton & Smart Campaigns, LLC",4500,9,28000,197
AR03742966691684941825,ILLINOIS ENVIRONMENTAL COUNCIL,100,1,1000,5
AR03746625866382180353,TRAVIS ANGRY FOR STATE SENATOR - DISTRICT NO. 4,2400,2,226000,18
AR03746807285800763393,Raúl R. Labrador,7000,1,35000,9
AR03747470291312312321,ILLINOISANS FOR INDEPENDENT WORK,59600,11,3925000,164
AR03749722091125997569,OMURA FOR NEW YORK,5100,1,5000,13
AR03751973890939682817,JESSICA TAYLOR FOR CONGRESS,7100,27,104000,295
AR03754728442445168641,FRIENDS OF CHARLIE MCGORRAY,5500,18,386000,210
AR03762609741793067009,THE JEFFERSON GRIFFIN COMMITTEE,17200,10,648000,63
AR03764640264891662337,JESSE COLVIN FOR CONGRESS,7100,16,975000,212
AR03767601249705263105,Catherine G Huddle,100,13,20000,169
AR03767736489635479553,"S&A HOLDINGS (2013), LLC",7400,4,757000,26
AR03768101802373808129,ADRIAN GARCIA FOR HARRIS COUNTY COMMISSIONER PRECINCT 2,14100,3,916000,106
AR03769988289449164801,JOSEPH R. FOUNTAIN,6400,12,141000,120
AR03773731301908021249,SMP,5115800,712,153046000,13780
AR03774491889076535297,NEESE FOR CONGRESS,3600,24,26000,683
AR03779498240395706369,VIKKI 4 TX HOUSE,32500,7,568000,247
AR03782654663401144321,SCOTT WAGNER FOR GOVERNOR,90500,13,4110000,45
AR03783499088331276289,VIKKI CHAVEZ FOR COUNTY BOARD OF EDUCATION NOV 2020,6300,7,275000,56
AR03785750888144961537,Sig for Senate,24600,52,4247000,1594
AR03788002687958646785,KENNEDY FOR MASSACHUSETTS,283400,26,5971000,655
AR03789493900603817985,The Oklahoma Project,47300,16,3908000,188
AR03792506287586017281,REP. GLENN GROTHMAN - U.S. HOUSE OF REPRESENTATIVES,600,9,15000,267
AR03793765228399820801,Lisa Rave for Senate,200,1,1000,21
AR03796117083771633665,GREG CHANEY,7800,95,1753000,1132
AR03797009887213387777,EVERY SINGLE VOTE,5100,1,2000,2
AR03799764438718873601,KANSANS FOR MARSHALL,36800,21,720000,1002
AR03800669061910626305,RANDY HULTGREN FOR CONGRESS,131600,34,5260000,678
AR03801378246910541825,COMMITTEE TO ELECT SCOTT BLACK,1200,3,4000,56
AR03803911521700937729,Jeffrey D Davis,400,11,11000,52
AR03806017086468128769,TURNING POINT ACTION,1400,4,4000,16
AR03809676261165367297,"NEW MEXICANS FOR MICHELLE, INC.",8400,38,119000,1205
AR03813066055513800705,NORTH STAR PROSPERITY,9600,36,302000,563
AR03814263698554355713,REPUBLICAN PARTY OF CUYAHOGA COUNTY,5700,4,1475000,112
AR03815024285722869761,BEVERLY PINGERELLI FOR STATE REPRESENTATIVE - DISTRICT 21,2400,13,131000,257
AR03819527885350240257,CLAYTON FULLER FOR CONGRESS,600,1,2000,26
AR03821779685163925505,COMMITTEE TO ELECT DANIELLE ALLEN,5500,5,6000,76
AR03824031484977610753,HUGHES FOR GOVERNOR,56500,66,18327000,1878
AR03828535084604981249,SENATE REPUBLICAN CAUCUS CAMPAIGN COMMITTEE,300,3,4000,27
AR03833038684232351745,KEVIN ROSS FOR WELD,2700,3,14000,23
AR03836697858929590273,"YOUNG FOR IOWA, INC.",85900,168,8756000,2438
AR03837542283859722241,DEB HAALAND FOR CONGRESS,11100,3,507000,64
AR03839794083673407489,ORGANIZATION OF IRANIAN AMERICAN COMMUNITIES OIAC INC,6500,1,300000,10
AR03842045883487092737,MARIAN MATTHEWS FOR HD27,8800,8,44000,172
AR03845788895945949185,CHANGE FOR ARIZONA 2024 PAC,16100,9,239000,1581
AR03846549483114463233,JUSTIN AMASH FOR CONGRESS,15800,10,159000,966
AR03851053082741833729,BUTCH FOR GEORGIA INC.,44300,36,5824000,1017
AR03854395598090272769,JASON KNOPP,200,2,6000,44
AR03857185333967847425,MCDERMOTT COMMITTEE,2500,2,16000,52
AR03857808482182889473,Jordan Shilling,400,2,2000,3
AR03860060281996574721,COMMITTEE TO ELECT DAN KOH,20200,1,90000,5
AR03860425594734903297,Doctor Oz for Senate,255200,53,12048000,1315
AR03868306894082801665,"RON JOHNSON FOR SENATE, INC.",296000,42,22339000,1383
AR03873571080878686209,BLUE SENATE PAC,8600,10,121000,3386
AR03881505706540531713,Katrina Foley for Supervisor 2022,100,1,2000,8
AR03881598615273078785,National Association of Home Builders of the United States,16200,2,1600000,42
AR03882578280133427201,GEORGIANS FOR KELLY LOEFFLER,246100,173,7965000,2498
AR03890713566667341825,Mauro Campaign Team,2300,3,94000,32
AR03890741054458036225,JONES-SAWYER FOR ASSEMBLY 2020,31100,26,2835000,831
AR03891585479388168193,COALITION FOR AMERICAN VETERANS POLITICAL ACTION COMMITTEE,5700,9,445000,93
AR03896089079015538689,CHESCO VICTORY,5000,8,45000,126
AR03905096278270279681,STITT FOR GOVERNOR 2022,7900,21,133000,307
AR03907850829775765505,BEN MATRANGA FOR DISTRICT 7 SUPERVISOR 2020,1800,2,105000,16
AR03909599877897650177,CARL JOHNSON,2200,6,25000,145
AR03911851677711335425,PREDICTIT,53400,38,31825000,2870
AR03923110676779761665,LUKE MIELKE,700,1,15000,22
AR03926769851477000193,AD ASTRA GROUP LLC,6600,10,117000,76
AR03927614276407132161,COMMITTE TO ELECT DAWN WEIER FOR DISTRICT JUDGE,500,1,15000,22
AR03933390010987839489,PETER MEIJER FOR CONGRESS,16900,7,543000,110
AR03936621475661873153,"COURIER NEWSROOM, INC.",9300,50,97000,1778
AR03944784249986482177,TULSI NOW,2157200,5583,478272000,122861
AR03945628674916614145,REBELLION PAC,19600,35,2062000,171
AR03950132274543984641,KARL GENTLES FOR CONGRESS,800,7,395000,49
AR03952749387095998465,LEGISLATIVE MAJORITY PAC,31200,4,1700000,92
AR03954635874171355137,"FWD.US, INC.",63000,62,7036000,1091
AR03962319536304160769,Mark Kelly for Senate,5761900,769,205394000,22501
AR03962798648495964161,MATT LIEBERMAN FOR SENATE,8500,13,100000,1998
AR03963442137676120065,K.C. TOMLINSON FOR STATE REPRESENTATIVE,2500,7,10000,327
AR03963643073426096129,JEFFRIES FOR CONGRESS,18500,72,141000,2377
AR03965271725024739329,JUAN CARLOS JC BERMUDEZ CAMPAIGN,8000,5,3780000,130
AR03968146673053466625,MORRIS COUNTY REPUBLICAN COMMITTEE,6800,21,2255000,336
AR03968319296379027457,Bob Archuleta for Senate 2022,9600,17,342000,109
AR03968511985791795201,Empower Northeast Denver,0,1,1000,1
AR03974584313634095105,Russell Prescott For Congress,1000,1,2000,18
AR03976393285139693569,PATRICK MCGUINNESS CAMPAIGN,4600,13,22000,340
AR03980813047005446145,JOHN L KUEMPEL CAMPAIGN,7000,20,1599000,112
AR03981657471935578113,DAN QUICK FOR LEGISLATURE,1100,1,125000,16
AR03988778184114962433,Campaign for Kelly Higgins for District Attorney,300,1,30000,18
AR03989820246260187137,GREATER WISCONSIN POLITICAL FUND,5600,6,334000,36
AR03990664671190319105,GOROFF FOR CONGRESS,44500,102,2309000,1857
AR03994407683649175553,HARDEN FOR CONGRESS,7000,2,115000,632
AR03995168270817689601,END CITIZENS UNITED// LET AMERICA VOTE ACTION FUND,744000,222,62418000,4167
AR03998827445514928129,JUNE S SPEAKMAN,3300,3,330000,24
AR03999671870445060097,CATHERINE RIPLEY FOR GOVERNING BOARD,5500,5,803000,44
AR04001923670258745345,MYYA JONES FOR MAYOR,2900,1,50000,26
AR04004175470072430593,"CLA, INC.",62600,43,6376000,424
AR04008679069699801089,JOANN 2020,100,10,10000,26
AR04012021585048240129,David Alvarez for Assembly 2022 Special Election,9100,9,119000,159
AR04016841844024410113,WILDE FOR OREGON,5600,2,80000,41
AR04022189868581912577,GARRETT FOR NC,2100,1,15000,14
AR04026693468209283073,DEVAL FOR ALL,92900,5,850000,234
AR04033302632603844609,COLLINS FOR SENATOR,21900,9,1255000,88
AR04035700667464024065,IMPERATIVE POLITICAL STRATEGIES,11700,31,1239000,86
AR04040204267091394561,COMMITTEE TO ELECT KRISTINE,4300,6,27000,162
AR04044707866718765057,RED SHARK DIGITAL,9500,22,1613000,333
AR04052870641043374081,"ROE, ERIC FRIENDS OF CAMPAIGN FINANCE COMMITTEE",4400,4,404000,33
AR04053715065973506049,THE GUARDIAN FUND,5100,3,110000,69
AR04055966865787191297,GEORGE LOGAN FOR CONGRESS,7300,28,31000,2177
AR04058746431182209025,AMANDA ADKINS FOR CONGRESS,8300,17,276000,734
AR04059209325577502721,FRIENDS OF MARK HASS,6600,2,36000,20
AR04062722265228247041,NEWS AND NEWS HOLDINGS LLC,5100,3,602000,177
AR04067225864855617537,RAY SANDELLI CAMPAIGN,100,1,1000,28
AR04071729464482988033,LARRY G. LISTON,3700,4,10000,96
AR04073358116081631233,THE HOMESLICE GROUP,10100,445,4338000,6685
AR04073981264296673281,TAYLOR KEENEY FOR CONGRESS,2000,3,6000,99
AR04080736663737729025,STUMBO FOR ATTORNEY GENERAL,600,1,3000,5
AR04081727323714355201,"GUERRILLA FUNK RECORDINGS AND FILMWORKS, LLC",5300,3,166000,20
AR04086731476010270721,NED FOR CT,270900,26,17243000,793
AR04088899438062338049,BOUNCE EXCHANGE INC,2300,5,208000,19
AR04092498414497955841,KATHY LEWIS,8100,13,483000,105
AR04094016565178007553,Bruce S Grubbs,8200,1,3000000,36
AR04097906637317079041,COLORADO VALUES PROJECT,8500,37,114000,1201
AR04106913836571820033,A STRONGER MICHIGAN,19900,30,382000,1194
AR04107758261501952001,JASON SMITH FOR CONGRESS,11000,5,488000,22
AR04108123574240280577,Tom Patti For Congress,25500,5,1113000,194
AR04109386913100595201,Friends of Tracy Pennycuick,2400,3,19000,165
AR04112261861129322497,DEVIN CARROLL,5200,2,270000,3
AR04115604376477761537,STEVE SIMON FOR SECRETARY OF STATE,8000,6,26000,389
AR04121269060384063489,MCMORRIS RODGERS WIN THE FUTURE FUND,5300,3,210000,8
AR04124878207302238209,MONICA FOR CONGRESS,4500,23,27000,324
AR04124928235081302017,PEOPLE OVER POLITICS,14400,13,3713000,362
AR04136619891975258113,Doug White for Congress,200,1,1000,2
AR04142942633590784001,WALKER 4 NC,8300,52,972000,944
AR04143787058520915969,"CALIFORNIA LABOR AND BUSINESS ALLIANCE (CLAB), SPONSORED BY BUILDING TRADES, CORRECTIONAL PEACE OFFICERS AND APARTMENT RENTAL ORGANIZATIONS, AND ENERGY PROVIDERS",8200,10,666000,360
AR04146038858334601217,FRIENDS OF HAROLD PYON % CHRIS MARSTON,7400,8,645000,420
AR04148290658148286465,NATIONAL ASSOCIATION FOR GUN RIGHTS INC PAC,4100,11,1885000,55
AR04148933872450535425,Friends of John Hershey,1200,1,70000,12
AR04149281318124912641,CHARLES OSTERTAG,5100,28,1243000,606
AR04152794257775656961,REP. NEAL DUNN - U.S. HOUSE OF REPRESENTATIVES,2800,10,73000,446
AR04160957032100265985,ELECT CAROLYN LONG,154300,97,9822000,3646
AR04161801457030397953,JOE MCKEOWN FOR COUNTY COUNCIL,3300,5,42000,334
AR04166305056657768449,DIEHL FOR US SENATE,82300,859,17373000,19185
AR04170808656285138945,WHITNEY FOR MONTANA,19000,50,673000,1094
AR04175312255912509441,"CLEARPATH ACTION FUND, INC.",700,1,50000,12
AR04179815855539879937,LINDA THOMPSON GONZALEZ,10800,16,1739000,344
AR04182067655353565185,"CONSERVATIVE BUZZ, LLC",8500,42,2500000,1435
AR04187594350550581249,Brian Stedge-Stroud,100,3,3000,4
AR04188823054794620929,COMMITTEE TO ELECT KIMYA M HOLMES,700,1,5000,4
AR04190173804829343745,SMILEY FOR MAYOR,4000,1,35000,16
AR04191577606300106753,RALPH NORMAN FOR CONGRESS,36500,14,14020000,411
AR04193326654421991425,COMMITTEE TO ELECT CHAD M MINER FOR JUDGE,5300,10,472000,47
AR04197830254049361921,JETER FOR INDIANA,5000,1,400000,21
AR04200082053863047169,JEFF JACKSON FOR US SENATE,12600,20,71000,914
AR04202333853676732417,"INDEPENDENT VISUAL ARTS COLLECTIVE, LLC",6800,2,226000,13
AR04202417691438350337,THE OPPORTUNITY CITY POLITICAL ACTION COMMITTEE,19000,1,1500000,9
AR04202836605368532993,WOMEN VOTE!,973900,198,47322000,2698
AR04206837453304102913,CIVIC INNOVATION WORKS INC,200,1,2000,5
AR04211341052931473409,TIM ALEXANDER FOR CONGRESS,700,4,4000,94
AR04215000227628711937,"IMAGEWORKS, LLC",25500,2106,9210000,35457
AR04215508751756558337,Joe Pinion for US Senate Inc,1300,1,1000,12
AR04215844652558843905,JORDAN CUNNINGHAM FOR ASSEMBLY 2020,9500,50,746000,266
AR04218096452372529153,Gallucci for Governor 2021,6500,1,125000,78
AR04220348252186214401,YUKONG ZHAO FOR CONGRESS,1400,15,61000,64
AR04222982682046365697,Brian S Christine,10600,2,625000,61
AR04226505517301760001,Kevin de Leon for Mayor 2022,79200,10,7729000,236
AR04229355451440955393,JOHN ZODY FOR INDIANA,4700,13,235000,227
AR04233014626138193921,WV PATRIOTS FOR LIBERTY,3600,16,1492000,320
AR04236613602573811713,FELICIA FRIENDS OF,500,1,5000,11
AR04238362650695696385,TRANEL FOR PSC,1800,14,26000,599
AR04242866250323066881,KENDALL FOR CONGRESS,7000,14,688000,369
AR04247369849950437377,"CALIFORNIA ALLIANCE, A COALITION OF CONSUMER ATTORNEYS, CONSERVATIONISTS AND FOOD AND COMMERCIAL WORKERS",1800,8,15000,42
AR04251029024647675905,GILLIBRAND 2020,512500,145,11241000,4423
AR04254125249391493121,COMMITTEE TO ELECT CHRIS JONES,9600,13,56000,314
AR04255397384344829953,Spirit of Virginia,25300,2,1700000,14
AR04256377049205178369,CITIZENS FOR ANTONIO (TONY) MUNOZ,100,8,8000,49
AR04260880648832548865,J M MOLINA INVESTMENT COMPANY,8900,12,884000,57
AR04261871308809175041,TROY HERNANDEZ,2800,1,8000,1
AR04265384248459919361,RESIDENTS FOR RESPONSIBLE LEADERSHIP,300,1,2000,5
AR04269887848087289857,WEBUILDTHEWALL INC,603700,291,113927000,7492
AR04273630860546146305,Doughty Committee,6900,16,2725000,86
AR04274391447714660353,MULLIN FOR CONGRESS,21700,15,913000,239
AR04275663582667997185,Future PAC,20500,30,978000,1023
AR04277733963063099393,WILEY NICKEL FOR CONGRESS,18100,6,671000,302
AR04278895047342030849,FRIENDS FOR FOXX,26700,15,1629000,355
AR04283398646969401345,FRIENDS OF ARAVELLA,4400,7,224000,40
AR04287057821666639873,PROGRESSNOW,515900,4506,14990000,103382
AR04287902246596771841,DIXON FOR ASSEMBLY 2020,17300,3,1251000,24
AR04290154046410457089,John Charles Zaher,5900,12,764000,32
AR04292405846224142337,"THE GUERRILLA POLITIC, LLC",2000,31,303000,1083
